date.time,unit,value
11/20/20 3:43:01 PM,C,-6.005
11/20/20 7:43:01 PM,C,-7.52
11/20/20 11:43:01 PM,C,-7.52
11/21/20 3:43:01 AM,C,-6.005
11/21/20 7:43:01 AM,C,-7.52
11/21/20 11:43:01 AM,C,0.048
11/21/20 3:43:01 PM,C,2.567
11/21/20 7:43:01 PM,C,0.552
11/21/20 11:43:01 PM,C,0.552
11/22/20 3:43:01 AM,C,0.552
11/22/20 7:43:01 AM,C,0.552
11/22/20 11:43:01 AM,C,1.056
11/22/20 3:43:01 PM,C,-0.456
11/22/20 7:43:01 PM,C,-4.995
11/22/20 11:43:01 PM,C,-7.015
11/23/20 3:43:01 AM,C,-7.52
11/23/20 7:43:01 AM,C,-8.53
11/23/20 11:43:01 AM,C,-3.986
11/23/20 3:43:01 PM,C,-1.968
11/23/20 7:43:01 PM,C,-4.49
11/23/20 11:43:01 PM,C,-2.472
11/24/20 3:43:01 AM,C,-2.472
11/24/20 7:43:01 AM,C,-0.96
11/24/20 11:43:01 AM,C,0.048
11/24/20 3:43:01 PM,C,0.552
11/24/20 7:43:01 PM,C,0.552
11/24/20 11:43:01 PM,C,-0.456
11/25/20 3:43:01 AM,C,-1.464
11/25/20 7:43:01 AM,C,-2.977
11/25/20 11:43:01 AM,C,-1.968
11/25/20 3:43:01 PM,C,-2.472
11/25/20 7:43:01 PM,C,-2.472
11/25/20 11:43:01 PM,C,-2.472
11/26/20 3:43:01 AM,C,-2.977
11/26/20 7:43:01 AM,C,-1.968
11/26/20 11:43:01 AM,C,-0.96
11/26/20 3:43:01 PM,C,0.048
11/26/20 7:43:01 PM,C,-1.464
11/26/20 11:43:01 PM,C,-1.968
11/27/20 3:43:01 AM,C,-4.49
11/27/20 7:43:01 AM,C,-6.005
11/27/20 11:43:01 AM,C,-2.977
11/27/20 3:43:01 PM,C,-0.456
11/27/20 7:43:01 PM,C,-0.456
11/27/20 11:43:01 PM,C,1.56
11/28/20 3:43:01 AM,C,1.056
11/28/20 7:43:01 AM,C,-0.96
11/28/20 11:43:01 AM,C,4.077
11/28/20 3:43:01 PM,C,5.084
11/28/20 7:43:01 PM,C,4.077
11/28/20 11:43:01 PM,C,3.574
11/29/20 3:43:01 AM,C,-0.456
11/29/20 7:43:01 AM,C,-2.977
11/29/20 11:43:01 AM,C,-4.995
11/29/20 3:43:01 PM,C,-6.005
11/29/20 7:43:01 PM,C,-7.52
11/29/20 11:43:01 PM,C,-10.046
11/30/20 3:43:01 AM,C,-13.587
11/30/20 7:43:01 AM,C,-13.587
11/30/20 11:43:01 AM,C,-4.995
11/30/20 3:43:01 PM,C,-2.472
11/30/20 7:43:01 PM,C,-5.5
11/30/20 11:43:01 PM,C,-7.015
12/1/20 3:43:01 AM,C,-7.52
12/1/20 7:43:01 AM,C,-7.52
12/1/20 11:43:01 AM,C,0.552
12/1/20 3:43:01 PM,C,2.567
12/1/20 7:43:01 PM,C,-1.968
12/1/20 11:43:01 PM,C,-1.968
12/2/20 3:43:01 AM,C,-2.977
12/2/20 7:43:01 AM,C,-7.015
12/2/20 11:43:01 AM,C,-2.977
12/2/20 3:43:01 PM,C,-0.96
12/2/20 7:43:01 PM,C,-1.968
12/2/20 11:43:01 PM,C,-1.968
12/3/20 3:43:01 AM,C,-3.986
12/3/20 7:43:01 AM,C,-3.481
12/3/20 11:43:01 AM,C,1.056
12/3/20 3:43:01 PM,C,2.063
12/3/20 7:43:01 PM,C,0.552
12/3/20 11:43:01 PM,C,-1.968
12/4/20 3:43:01 AM,C,-1.968
12/4/20 7:43:01 AM,C,-3.986
12/4/20 11:43:01 AM,C,1.56
12/4/20 3:43:01 PM,C,2.567
12/4/20 7:43:01 PM,C,-2.977
12/4/20 11:43:01 PM,C,-3.481
12/5/20 3:43:01 AM,C,-2.977
12/5/20 7:43:01 AM,C,-5.5
12/5/20 11:43:01 AM,C,-0.456
12/5/20 3:43:01 PM,C,-0.96
12/5/20 7:43:01 PM,C,-1.464
12/5/20 11:43:01 PM,C,-1.464
12/6/20 3:43:01 AM,C,-4.49
12/6/20 7:43:01 AM,C,-6.005
12/6/20 11:43:01 AM,C,0.552
12/6/20 3:43:01 PM,C,3.574
12/6/20 7:43:01 PM,C,-1.968
12/6/20 11:43:01 PM,C,-4.995
12/7/20 3:43:01 AM,C,-5.5
12/7/20 7:43:01 AM,C,-3.986
12/7/20 11:43:01 AM,C,-1.464
12/7/20 3:43:01 PM,C,-1.464
12/7/20 7:43:01 PM,C,-3.481
12/7/20 11:43:01 PM,C,-3.986
12/8/20 3:43:01 AM,C,-2.977
12/8/20 7:43:01 AM,C,-2.472
12/8/20 11:43:01 AM,C,1.056
12/8/20 3:43:01 PM,C,4.581
12/8/20 7:43:01 PM,C,2.567
12/8/20 11:43:01 PM,C,2.063
12/9/20 3:43:01 AM,C,1.056
12/9/20 7:43:01 AM,C,-0.456
12/9/20 11:43:01 AM,C,3.07
12/9/20 3:43:01 PM,C,5.084
12/9/20 7:43:01 PM,C,3.07
12/9/20 11:43:01 PM,C,2.063
12/10/20 3:43:01 AM,C,0.048
12/10/20 7:43:01 AM,C,-1.968
12/10/20 11:43:01 AM,C,3.07
12/10/20 3:43:01 PM,C,1.056
12/10/20 7:43:01 PM,C,0.048
12/10/20 11:43:01 PM,C,-1.464
12/11/20 3:43:01 AM,C,-2.977
12/11/20 7:43:01 AM,C,-3.986
12/11/20 11:43:01 AM,C,-2.977
12/11/20 3:43:01 PM,C,-3.986
12/11/20 7:43:01 PM,C,-4.49
12/11/20 11:43:01 PM,C,-4.995
12/12/20 3:43:01 AM,C,-5.5
12/12/20 7:43:01 AM,C,-6.51
12/12/20 11:43:01 AM,C,-6.005
12/12/20 3:43:01 PM,C,-6.51
12/12/20 7:43:01 PM,C,-7.52
12/12/20 11:43:01 PM,C,-8.025
12/13/20 3:43:01 AM,C,-8.53
12/13/20 7:43:01 AM,C,-8.025
12/13/20 11:43:01 AM,C,-5.5
12/13/20 3:43:01 PM,C,-6.005
12/13/20 7:43:01 PM,C,-10.552
12/13/20 11:43:01 PM,C,-12.575
12/14/20 3:43:01 AM,C,-18.651
12/14/20 7:43:01 AM,C,-20.679
12/14/20 11:43:01 AM,C,-18.651
12/14/20 3:43:01 PM,C,-15.611
12/14/20 7:43:01 PM,C,-19.665
12/14/20 11:43:01 PM,C,-16.118
12/15/20 3:43:01 AM,C,-13.587
12/15/20 7:43:01 AM,C,-12.575
12/15/20 11:43:01 AM,C,-10.046
12/15/20 3:43:01 PM,C,-8.53
12/15/20 7:43:01 PM,C,-7.015
12/15/20 11:43:01 PM,C,-5.5
12/16/20 3:43:01 AM,C,-6.005
12/16/20 7:43:01 AM,C,-8.025
12/16/20 11:43:01 AM,C,-4.995
12/16/20 3:43:01 PM,C,-3.481
12/16/20 7:43:01 PM,C,-5.5
12/16/20 11:43:01 PM,C,-5.5
12/17/20 3:43:01 AM,C,-4.995
12/17/20 7:43:01 AM,C,-4.995
12/17/20 11:43:01 AM,C,-2.472
12/17/20 3:43:01 PM,C,-1.464
12/17/20 7:43:01 PM,C,-2.977
12/17/20 11:43:01 PM,C,-3.481
12/18/20 3:43:01 AM,C,-4.49
12/18/20 7:43:01 AM,C,-3.481
12/18/20 11:43:01 AM,C,-0.96
12/18/20 3:43:01 PM,C,-2.472
12/18/20 7:43:01 PM,C,-8.025
12/18/20 11:43:01 PM,C,-13.587
12/19/20 3:43:01 AM,C,-17.131
12/19/20 7:43:01 AM,C,-19.665
12/19/20 11:43:01 AM,C,-10.046
12/19/20 3:43:01 PM,C,-5.5
12/19/20 7:43:01 PM,C,-6.51
12/19/20 11:43:01 PM,C,-3.986
12/20/20 3:43:01 AM,C,-0.456
12/20/20 7:43:01 AM,C,-2.977
12/20/20 11:43:01 AM,C,-2.977
12/20/20 3:43:01 PM,C,-1.968
12/20/20 7:43:01 PM,C,-2.472
12/20/20 11:43:01 PM,C,-0.96
12/21/20 3:43:01 AM,C,0.552
12/21/20 7:43:01 AM,C,-4.995
12/21/20 11:43:01 AM,C,-7.52
12/21/20 3:43:01 PM,C,-6.51
12/21/20 7:43:01 PM,C,-8.025
12/21/20 11:43:01 PM,C,-9.035
12/22/20 3:43:01 AM,C,-5.5
12/22/20 7:43:01 AM,C,-5.5
